customerid,totalTransactions,monetary,timeDiff,Fscore,Mscore,Rscore,RFMscore,RFMcell
13485.0,23,454.24,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13486.0,69,1122.41,614.6333333333333,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
13487.0,34,575.4,2367.0722222222225,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
13488.0,427,8910.61,494.2156862745098,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13489.0,14,449.52,1134.6416666666667,1.0,2.0,4.0,2.3333333333333335,"[1.0, 2.0, 4.0]"
13491.0,86,1215.82,769.8033333333333,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
13492.0,50,1269.84,625.4388888888889,3.0,4.0,2.0,3.0,"[3.0, 4.0, 2.0]"
13493.0,8,618.63,143.44166666666666,1.0,3.0,1.0,1.6666666666666667,"[1.0, 3.0, 1.0]"
13494.0,18,316.26000000000005,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13495.0,52,1990.12,1443.3527777777779,3.0,4.0,4.0,3.6666666666666665,"[3.0, 4.0, 4.0]"
13496.0,36,617.9300000000001,2792.2277777777776,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
13497.0,20,321.05,687.1500000000001,2.0,2.0,3.0,2.3333333333333335,"[2.0, 2.0, 3.0]"
13499.0,45,1146.96,864.354761904762,3.0,4.0,3.0,3.3333333333333335,"[3.0, 4.0, 3.0]"
13500.0,67,1136.77,594.8125,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
13501.0,53,1310.47,547.3,3.0,4.0,2.0,3.0,"[3.0, 4.0, 2.0]"
13502.0,18,292.0,2456.5333333333333,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
13503.0,17,216.85,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13504.0,22,295.93,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13505.0,227,4282.88,495.01458333333335,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13506.0,29,452.82,457.06666666666666,2.0,2.0,2.0,2.0,"[2.0, 2.0, 2.0]"
13507.0,162,2479.16,852.3458333333333,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13508.0,12,110.97,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13509.0,44,979.72,945.8166666666667,3.0,4.0,3.0,3.3333333333333335,"[3.0, 4.0, 3.0]"
13510.0,117,1785.16,874.4466666666667,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
13512.0,15,251.21,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13513.0,10,205.1,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13514.0,4,152.20000000000002,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13515.0,59,891.12,1050.2208333333333,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
13516.0,44,1389.41,1736.7166666666665,3.0,4.0,5.0,4.0,"[3.0, 4.0, 5.0]"
13517.0,143,2109.07,576.5966666666666,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13518.0,38,659.4399999999999,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
13519.0,9,110.80000000000001,334.76666666666665,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
13520.0,95,3487.75,938.9666666666667,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
13521.0,436,1093.65,71.56111111111112,5.0,4.0,1.0,3.3333333333333335,"[5.0, 4.0, 1.0]"
13522.0,5,125.80000000000001,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13523.0,177,3755.38,1332.1361111111112,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
13524.0,27,680.1800000000001,859.2266666666667,2.0,3.0,3.0,2.6666666666666665,"[2.0, 3.0, 3.0]"
13525.0,6,628.78,2806.2083333333335,1.0,3.0,5.0,3.0,"[1.0, 3.0, 5.0]"
13527.0,224,2263.76,879.0979166666666,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13529.0,15,307.76,1510.7083333333333,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
13531.0,22,483.8,1932.9416666666666,2.0,3.0,5.0,3.3333333333333335,"[2.0, 3.0, 5.0]"
13532.0,66,210.31,0.0,4.0,1.0,0.0,1.6666666666666667,"[4.0, 1.0, 0.0]"
13533.0,76,270.79,679.7055555555555,4.0,2.0,3.0,3.0,"[4.0, 2.0, 3.0]"
13534.0,342,5613.08,213.58708333333334,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13536.0,179,3448.29,254.16190476190476,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13538.0,25,1280.85,933.4142857142857,2.0,4.0,3.0,3.0,"[2.0, 4.0, 3.0]"
13539.0,38,605.84,1342.7291666666665,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
13544.0,87,291.41,2411.9,4.0,2.0,5.0,3.6666666666666665,"[4.0, 2.0, 5.0]"
13546.0,98,626.99,1504.8666666666668,4.0,3.0,5.0,4.0,"[4.0, 3.0, 5.0]"
13548.0,124,682.41,1765.625,4.0,3.0,5.0,4.0,"[4.0, 3.0, 5.0]"
13549.0,52,916.12,650.4541666666667,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
13551.0,4,91.80000000000001,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13552.0,121,3539.53,373.821875,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
13555.0,136,4149.28,768.375,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13557.0,34,584.06,3025.5833333333335,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
13558.0,175,605.06,377.59583333333336,5.0,3.0,2.0,3.3333333333333335,"[5.0, 3.0, 2.0]"
13560.0,33,174.37,0.0,3.0,1.0,0.0,1.3333333333333333,"[3.0, 1.0, 0.0]"
13561.0,14,141.86,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13562.0,82,1799.33,1311.3833333333334,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13563.0,49,777.53,670.7,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
13564.0,85,647.74,1074.6299999999999,4.0,3.0,4.0,3.6666666666666665,"[4.0, 3.0, 4.0]"
13565.0,38,240.22,3780.0416666666665,3.0,1.0,5.0,3.0,"[3.0, 1.0, 5.0]"
13566.0,176,874.71,503.65833333333336,5.0,3.0,2.0,3.3333333333333335,"[5.0, 3.0, 2.0]"
13568.0,44,192.85,0.0,3.0,1.0,0.0,1.3333333333333333,"[3.0, 1.0, 0.0]"
13569.0,85,373.75,4200.316666666667,4.0,2.0,5.0,3.6666666666666665,"[4.0, 2.0, 5.0]"
13570.0,27,239.49,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13571.0,341,2092.32,481.8388888888889,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13572.0,33,1384.25,0.0,3.0,4.0,0.0,2.3333333333333335,"[3.0, 4.0, 0.0]"
13573.0,26,294.4,2435.883333333333,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
13575.0,46,732.0699999999999,734.1666666666666,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
13576.0,130,6703.3,435.5083333333333,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13577.0,85,1658.3,1037.7533333333333,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13579.0,23,467.04,4256.258333333333,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
13581.0,10,118.0,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13583.0,53,781.03,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
13584.0,24,142.4,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13587.0,11,347.0,255.58888888888887,1.0,2.0,1.0,1.3333333333333333,"[1.0, 2.0, 1.0]"
13588.0,180,2445.12,442.67820512820515,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13589.0,21,379.65,1979.7166666666667,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
13590.0,89,1976.1200000000001,1001.0690476190476,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13591.0,58,1117.13,1616.0444444444445,3.0,4.0,5.0,4.0,"[3.0, 4.0, 5.0]"
13592.0,16,247.95999999999998,1372.95,2.0,2.0,4.0,2.6666666666666665,"[2.0, 2.0, 4.0]"
13593.0,129,1990.28,1093.81,5.0,4.0,4.0,4.333333333333333,"[5.0, 4.0, 4.0]"
13594.0,26,396.97,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13596.0,166,697.04,84.03333333333333,5.0,3.0,1.0,3.0,"[5.0, 3.0, 1.0]"
13598.0,41,167.42000000000002,0.058333333333333334,3.0,1.0,1.0,1.6666666666666667,"[3.0, 1.0, 1.0]"
13599.0,264,5030.6,282.8790322580645,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13600.0,19,219.51999999999998,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13601.0,99,693.32,1992.325,4.0,3.0,5.0,4.0,"[4.0, 3.0, 5.0]"
13602.0,23,428.89,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13603.0,27,164.34,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13606.0,43,280.53999999999996,2258.0222222222224,3.0,2.0,5.0,3.3333333333333335,"[3.0, 2.0, 5.0]"
13607.0,98,678.01,0.0,4.0,3.0,0.0,2.3333333333333335,"[4.0, 3.0, 0.0]"
13610.0,228,1115.43,728.0999999999999,5.0,4.0,3.0,4.0,"[5.0, 4.0, 3.0]"
13611.0,76,1158.2,1621.0833333333333,4.0,4.0,5.0,4.333333333333333,"[4.0, 4.0, 5.0]"
13614.0,201,1610.46,1836.5416666666665,5.0,4.0,5.0,4.666666666666667,"[5.0, 4.0, 5.0]"
13615.0,24,399.99,73.56666666666666,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
13617.0,44,544.1800000000001,1120.3055555555554,3.0,3.0,4.0,3.3333333333333335,"[3.0, 3.0, 4.0]"
13618.0,13,177.34,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13621.0,19,213.85,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13623.0,86,672.4399999999999,915.297619047619,4.0,3.0,3.0,3.3333333333333335,"[4.0, 3.0, 3.0]"
13626.0,19,257.23,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13627.0,94,1624.02,1022.3523809523809,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13629.0,59,7792.36,687.3818181818182,3.0,5.0,3.0,3.6666666666666665,"[3.0, 5.0, 3.0]"
13630.0,80,1995.6799999999998,611.1318181818182,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
13631.0,12,3021.77,335.39444444444445,1.0,5.0,1.0,2.3333333333333335,"[1.0, 5.0, 1.0]"
13632.0,147,2117.02,875.2888888888889,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13634.0,188,1575.16,1410.8333333333333,5.0,4.0,4.0,4.333333333333333,"[5.0, 4.0, 4.0]"
13635.0,62,1071.03,0.0,4.0,4.0,0.0,2.6666666666666665,"[4.0, 4.0, 0.0]"
13636.0,64,941.62,995.3361111111111,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13637.0,101,810.5,1392.1444444444444,4.0,3.0,4.0,3.6666666666666665,"[4.0, 3.0, 4.0]"
13638.0,8,122.64,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13639.0,40,1033.34,0.0,3.0,4.0,0.0,2.3333333333333335,"[3.0, 4.0, 0.0]"
13642.0,66,354.8,0.0,4.0,2.0,0.0,2.0,"[4.0, 2.0, 0.0]"
13643.0,28,519.44,1233.3166666666666,2.0,3.0,4.0,3.0,"[2.0, 3.0, 4.0]"
13644.0,148,2597.52,464.8833333333333,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13645.0,5,252.1,0.0,1.0,2.0,0.0,1.0,"[1.0, 2.0, 0.0]"
13647.0,80,1670.22,1080.4366666666667,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13649.0,23,346.6,1318.5416666666667,2.0,2.0,4.0,2.6666666666666665,"[2.0, 2.0, 4.0]"
13650.0,98,1809.3400000000001,1003.9583333333334,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13651.0,6,94.2,49.4,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
13652.0,63,1095.08,2583.8333333333335,4.0,4.0,5.0,4.333333333333333,"[4.0, 4.0, 5.0]"
13654.0,166,2707.33,920.5833333333334,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13655.0,56,932.97,1526.2666666666667,3.0,4.0,5.0,4.0,"[3.0, 4.0, 5.0]"
13656.0,49,379.65,2073.4083333333333,3.0,2.0,5.0,3.3333333333333335,"[3.0, 2.0, 5.0]"
13657.0,16,382.14,2291.975,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
13658.0,112,2421.47,667.5666666666666,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
13659.0,108,1550.85,986.5999999999999,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13662.0,58,879.08,596.3833333333333,3.0,3.0,2.0,2.6666666666666665,"[3.0, 3.0, 2.0]"
13663.0,13,189.47,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13666.0,12,84.65,1816.8555555555556,1.0,1.0,5.0,2.3333333333333335,"[1.0, 1.0, 5.0]"
13667.0,87,305.02,0.0,4.0,2.0,0.0,2.0,"[4.0, 2.0, 0.0]"
13668.0,501,6216.07,297.91896551724136,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13669.0,9,218.55,1186.9,1.0,1.0,4.0,2.0,"[1.0, 1.0, 4.0]"
13670.0,25,349.7,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13673.0,65,396.92,166.25833333333333,4.0,2.0,1.0,2.3333333333333335,"[4.0, 2.0, 1.0]"
13675.0,25,486.82000000000005,1596.3583333333333,2.0,3.0,5.0,3.3333333333333335,"[2.0, 3.0, 5.0]"
13678.0,16,232.6,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13680.0,216,2202.31,1622.3166666666668,5.0,5.0,5.0,5.0,"[5.0, 5.0, 5.0]"
13681.0,57,827.83,826.9666666666667,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
13682.0,3,59.5,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13684.0,31,64.23,0.1,3.0,1.0,1.0,1.6666666666666667,"[3.0, 1.0, 1.0]"
13685.0,39,3119.44,198.67142857142858,3.0,5.0,1.0,3.0,"[3.0, 5.0, 1.0]"
13686.0,8,72.0,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13689.0,6,910.0,0.0,1.0,3.0,0.0,1.3333333333333333,"[1.0, 3.0, 0.0]"
13690.0,9,172.25,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13692.0,55,1466.8700000000001,1017.2666666666667,3.0,4.0,4.0,3.6666666666666665,"[3.0, 4.0, 4.0]"
13694.0,585,62653.1,147.95555555555558,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13695.0,90,2504.13,364.9944444444444,4.0,5.0,2.0,3.6666666666666665,"[4.0, 5.0, 2.0]"
13697.0,12,151.29999999999998,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13699.0,14,308.58000000000004,0.0,1.0,2.0,0.0,1.0,"[1.0, 2.0, 0.0]"
13700.0,197,2265.12,722.37,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13703.0,1,99.5,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13704.0,135,2295.31,199.255,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13705.0,28,711.86,2928.683333333333,2.0,3.0,5.0,3.3333333333333335,"[2.0, 3.0, 5.0]"
13706.0,20,330.79,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13707.0,48,806.41,578.3,3.0,3.0,2.0,2.6666666666666665,"[3.0, 3.0, 2.0]"
13708.0,51,296.88,0.0,3.0,2.0,0.0,1.6666666666666667,"[3.0, 2.0, 0.0]"
13709.0,346,6249.110000000001,440.206862745098,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13710.0,8,180.48,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13711.0,13,252.06,0.016666666666666666,1.0,2.0,1.0,1.3333333333333333,"[1.0, 2.0, 1.0]"
13712.0,10,228.84,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13715.0,108,1053.94,313.497619047619,4.0,4.0,1.0,3.0,"[4.0, 4.0, 1.0]"
13716.0,21,138.28,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13717.0,103,1432.26,912.1238095238095,4.0,4.0,3.0,3.6666666666666665,"[4.0, 4.0, 3.0]"
13718.0,12,306.55,588.7166666666667,1.0,2.0,2.0,1.6666666666666667,"[1.0, 2.0, 2.0]"
13719.0,60,1041.68,1051.5,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13720.0,43,799.9,828.8708333333334,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
13721.0,28,524.14,0.0,2.0,3.0,0.0,1.6666666666666667,"[2.0, 3.0, 0.0]"
13722.0,86,2369.16,972.9291666666667,4.0,5.0,4.0,4.333333333333333,"[4.0, 5.0, 4.0]"
13723.0,6,199.85000000000002,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13725.0,118,1809.81,564.8863636363636,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
13726.0,42,1079.6599999999999,743.8583333333333,3.0,4.0,3.0,3.3333333333333335,"[3.0, 4.0, 3.0]"
13727.0,20,333.48,58.75,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
13728.0,63,1016.14,1095.7777777777778,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0]"
13730.0,43,752.6,309.9,3.0,3.0,1.0,2.3333333333333335,"[3.0, 3.0, 1.0]"
13731.0,38,610.59,326.19166666666666,3.0,3.0,1.0,2.3333333333333335,"[3.0, 3.0, 1.0]"
13732.0,33,491.86,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
13735.0,208,2766.18,629.8208333333333,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13736.0,194,724.0,2040.75,5.0,3.0,5.0,4.333333333333333,"[5.0, 3.0, 5.0]"
13737.0,30,339.59999999999997,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13739.0,3,216.9,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13740.0,23,350.75,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13741.0,35,666.33,874.9,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0]"
13742.0,323,3102.42,520.8666666666667,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13743.0,42,1340.1499999999999,770.4229166666667,3.0,4.0,3.0,3.3333333333333335,"[3.0, 4.0, 3.0]"
13744.0,72,1156.36,2364.5916666666667,4.0,4.0,5.0,4.333333333333333,"[4.0, 4.0, 5.0]"
13745.0,26,291.54,130.81666666666666,2.0,2.0,1.0,1.6666666666666667,"[2.0, 2.0, 1.0]"
13747.0,1,79.6,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13748.0,28,948.25,1668.1875,2.0,4.0,5.0,3.6666666666666665,"[2.0, 4.0, 5.0]"
13750.0,24,1647.26,1358.4900000000002,2.0,4.0,4.0,3.3333333333333335,"[2.0, 4.0, 4.0]"
13751.0,9,296.25,0.0,1.0,2.0,0.0,1.0,"[1.0, 2.0, 0.0]"
13752.0,76,1186.28,488.3666666666666,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
13753.0,35,741.26,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
13754.0,12,282.6,1990.4416666666666,1.0,2.0,5.0,2.6666666666666665,"[1.0, 2.0, 5.0]"
13755.0,343,2154.68,143.66833333333335,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13756.0,143,5145.12,584.3366666666667,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13758.0,117,3190.55,1241.0071428571428,4.0,5.0,4.0,4.333333333333333,"[4.0, 5.0, 4.0]"
13759.0,25,659.4100000000001,455.55833333333334,2.0,3.0,2.0,2.3333333333333335,"[2.0, 3.0, 2.0]"
13760.0,57,286.79,2425.675,3.0,2.0,5.0,3.3333333333333335,"[3.0, 2.0, 5.0]"
13761.0,70,1070.65,1550.65,4.0,4.0,5.0,4.333333333333333,"[4.0, 4.0, 5.0]"
13762.0,14,3.552713678800501e-15,171.06666666666666,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
13763.0,17,1689.46,863.1833333333334,2.0,4.0,3.0,3.0,"[2.0, 4.0, 3.0]"
13764.0,208,1521.76,2135.0555555555557,5.0,4.0,5.0,4.666666666666667,"[5.0, 4.0, 5.0]"
13767.0,399,16945.71,174.67091503267974,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13769.0,143,2771.8700000000003,547.6041666666667,5.0,5.0,2.0,4.0,"[5.0, 5.0, 2.0]"
13771.0,120,2631.7,878.1033333333335,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
13772.0,177,1132.13,1647.7333333333333,5.0,4.0,5.0,4.666666666666667,"[5.0, 4.0, 5.0]"
13774.0,22,345.0,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13777.0,219,25748.350000000002,223.70999999999998,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13778.0,9,178.7,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13780.0,57,360.01,1957.05,3.0,2.0,5.0,3.3333333333333335,"[3.0, 2.0, 5.0]"
13781.0,17,127.84,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13782.0,115,912.0,1260.1277777777777,4.0,3.0,4.0,3.6666666666666665,"[4.0, 3.0, 4.0]"
13784.0,31,2462.79,704.2651515151515,3.0,5.0,3.0,3.6666666666666665,"[3.0, 5.0, 3.0]"
13786.0,7,230.39999999999998,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13787.0,31,309.04,3466.675,3.0,2.0,5.0,3.3333333333333335,"[3.0, 2.0, 5.0]"
13790.0,45,348.8,0.0,3.0,2.0,0.0,1.6666666666666667,"[3.0, 2.0, 0.0]"
13791.0,17,1047.68,999.3333333333334,2.0,4.0,4.0,3.3333333333333335,"[2.0, 4.0, 4.0]"
13792.0,13,195.55,2652.233333333333,1.0,1.0,5.0,2.3333333333333335,"[1.0, 1.0, 5.0]"
13798.0,439,36351.42,141.30873015873016,5.0,5.0,1.0,3.6666666666666665,"[5.0, 5.0, 1.0]"
13799.0,39,688.86,2134.9083333333333,3.0,3.0,5.0,3.6666666666666665,"[3.0, 3.0, 5.0]"
13800.0,33,558.32,0.0,3.0,3.0,0.0,2.0,"[3.0, 3.0, 0.0]"
13801.0,23,324.8,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13802.0,66,3906.27,888.588888888889,4.0,5.0,3.0,4.0,"[4.0, 5.0, 3.0]"
13803.0,17,277.07,0.0,2.0,2.0,0.0,1.3333333333333333,"[2.0, 2.0, 0.0]"
13804.0,137,2635.79,888.4833333333333,5.0,5.0,3.0,4.333333333333333,"[5.0, 5.0, 3.0]"
13805.0,13,924.6,923.675,1.0,4.0,3.0,2.6666666666666665,"[1.0, 4.0, 3.0]"
13806.0,10,256.38,0.0,1.0,2.0,0.0,1.0,"[1.0, 2.0, 0.0]"
13807.0,7,112.6,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13808.0,76,1747.66,436.8366666666667,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
13809.0,12,155.05,0.0,1.0,1.0,0.0,0.6666666666666666,"[1.0, 1.0, 0.0]"
13810.0,36,899.51,166.9,3.0,3.0,1.0,2.3333333333333335,"[3.0, 3.0, 1.0]"
13811.0,14,591.75,333.80833333333334,1.0,3.0,1.0,1.6666666666666667,"[1.0, 3.0, 1.0]"
13812.0,36,539.0,504.5166666666667,3.0,3.0,2.0,2.6666666666666665,"[3.0, 3.0, 2.0]"
13813.0,71,1353.41,456.0166666666667,4.0,4.0,2.0,3.3333333333333335,"[4.0, 4.0, 2.0]"
13814.0,58,1562.12,649.0166666666668,3.0,4.0,3.0,3.3333333333333335,"[3.0, 4.0, 3.0]"
13815.0,177,4014.91,1421.21,5.0,5.0,4.0,4.666666666666667,"[5.0, 5.0, 4.0]"
13816.0,33,555.04,244.50416666666666,3.0,3.0,1.0,2.3333333333333335,"[3.0, 3.0, 1.0]"
13817.0,24,382.98,3867.025,2.0,2.0,5.0,3.0,"[2.0, 2.0, 5.0]"
13819.0,36,1140.35,144.0,3.0,4.0,1.0,2.6666666666666665,"[3.0, 4.0, 1.0]"
13821.0,59,385.64,1403.1583333333333,3.0,2.0,4.0,3.0,"[3.0, 2.0, 4.0]"
13822.0,96,632.0,418.15,4.0,3.0,2.0,3.0,"[4.0, 3.0, 2.0]"
13823.0,40,957.66,875.8333333333334,3.0,4.0,3.0,3.3333333333333335,"[3.0, 4.0, 3.0]"
13824.0,46,1698.94,1334.3133333333333,3.0,4.0,4.0,3.6666666666666665,"[3.0, 4.0, 4.0]"
13826.0,12,174.65,217.325,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
13827.0,93,412.05,687.0,4.0,2.0,3.0,3.0,"[4.0, 2.0, 3.0]"
13828.0,15,209.49,0.0,2.0,1.0,0.0,1.0,"[2.0, 1.0, 0.0]"
13831.0,74,2202.99,1412.5777777777778,4.0,5.0,4.0,4.333333333333333,"[4.0, 5.0, 4.0]"
13832.0,4,40.949999999999996,22.458333333333332,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0]"
